ACEP_00011903-PA	ACEP_00011903-PA	Atta cephalotes	12957	aliases:H9I8U6,H9I8U6_ATTCE,ACEP_00011903,ACEP_00011903-PA,ACEP_00011903-RA,ACEP_00011903-PA
ENSSTOP00000008712	TPD52L1	Ictidomys tridecemlineatus	43179	aliases:AGTP01083086,AGTP01083087,AGTP01083088,AGTP01083089,AGTP01083090,AGTP01083091,AGTP01083092,AGTP01083093,AGTP01083094,AGTP01083095,AGTP01083096,AGTP01083097,AGTP01083098,AGTP01083099,I3ME29_SPETR,I3ME29,TPD52L1,ENSSTOG00000009709,ENSSTOP00000008712,ENSSTOT00000009709,ENSSTOP00000008712,D53,HD53,TPD52L1-201,TPD52L1
ENSSTOP00000003581	TPD52L2	Ictidomys tridecemlineatus	43179	aliases:AGTP01038692,AGTP01038693,I3M3E3_SPETR,I3M3E3,TPD52L2,ENSSTOG00000003991,ENSSTOP00000003581,ENSSTOT00000003996,ENSSTOP00000003581,D54,HD54,TPD52L2-201,TPD52L2
ENSRNOP00000015016	ENSRNOG00000011304	Rattus norvegicus	10116	aliases:LOC293894_PREDICTED,RGD1309391,RGD1309391_PREDICTED,TRPD52L3,TRPD52L3_PREDICTED,TPD52L3,TPD52L3-201,ENSRNOG00000011304,ENSRNOG00000011304,ENSRNOP00000015016,ENSRNOT00000015016,ENSRNOP00000015016,RN.225788,NM_001106349.1,NP_001099819.1
ENSRNOP00000015327	TPD52	Rattus norvegicus	10116	aliases:AABR06014816,CH473961,GQ499323,D0UFD0_RAT,F1MAB9_RAT,D0UFD0,F1MAB9,TPD52,RNO:294900,PRLZ,TPD52,ENSRNOG00000011441,ENSRNOP00000015327,ENSRNOT00000015327,ENSRNOP00000015327,D3ZVP2_RAT,F1MAB9_RAT,TPD52,PRLZ,F1MAB9,F1MAB9_RAT,AABR06014816,CH473961,TPD52,PRLZ,ENSRNOG00000011441,TPD52,TPD52,IPI00561025.1,IPI00778584.2,IPI00781835.2,IPI00952410.1,NM_001106421.1,NP_001099891.1,LOC294900,PRLZ,TPD52_PREDICTED,TPD52,TPD52-201,5638845,5707059,6074788,6100741,6494678
ENSRNOP00000020374	TPD52L2	Rattus norvegicus	10116	aliases:BC059167,TPD54_RAT,Q6PCT3,TPD52L2,RNO:296480,TPD52L2,ENSRNOG00000015122,ENSRNOP00000020374,ENSRNOT00000020373,ENSRNOP00000020374,D3ZJ46_RAT,D3ZRQ2_RAT,TPD52L2,TPD54_RAT,AAH59167.1,EDL88709.1,EDL88715.1,Q6PCT3,TPD54_RAT,BC059167,BC059167,TPD52L2,ENSRNOG00000015122,TPD52L2,TPD52L2,IPI00387829.2,IPI00395283.1,IPI00948308.1,IPI00951440.1,RN.1207,NM_198744.2,NP_942039.1,MGC73020,TPD52L2,TPD52L2-201,1372436_AT,1372436_AT,5631605,5643985,5739073,5940682,6102608,RC_AI103637_AT
ENSRNOP00000035722	TPD52L1	Rattus norvegicus	10116	aliases:AABR06001389,AABR06001390,AABR06001391,AABR06001392,AABR06001393,AABR06001394,AABR06001395,BC099809,Q499Q2_RAT,Q499Q2,TPD52L1,RNO:689256,TPD52L1,ENSRNOG00000021478,ENSRNOP00000035722,ENSRNOT00000030327,ENSRNOP00000035722,Q499Q2_RAT,TPD52L1,LOC689256,AAH99809.1,Q499Q2,Q499Q2_RAT,BC099809,AABR06001389,AABR06001390,AABR06001391,AABR06001392,AABR06001393,AABR06001394,AABR06001395,BC099809,TPD52L1,ENSRNOG00000021478,TPD52L1,TPD52L1,IPI00786822.1,RN.187052,RN.24825,NM_001044295.1,NP_001037760.1,LOC689256,TPD52L1,TPD52L1-201,1372626_AT,1372626_AT,5631980,5927580,5939760,6295893,6455927,6504794,6509616,6514170,6587686,6696203,6717263,6734236,RC_AI231999_AT
ENSRNOP00000059116	TPD52L3	Rattus norvegicus	10116	aliases:AABR06010502,AABR06010516,CH473953,D3ZQZ6_RAT,D3ZQZ6,D4A6Y8,RGD1309391,TRPD52L3,ENSRNOG00000042441,RNO:100911567,RNO:293894,IPI00361009.3,IPI00949280.1,RGD1309391,TPD52L3,TRPD52L3,ENSRNOG00000042441,ENSRNOP00000059116,ENSRNOT00000066891,ENSRNOP00000059116,XP_003749133.1,D3ZQZ6_RAT,D4A6Y8_RAT,LOC100360397,TPD52L3,LOC100911567,TPD52L3,EDM13108.1,D3ZQZ6,D4A6Y8,D3ZQZ6_RAT,AABR06010502,AABR06010516,CH473953,LOC100911567,TPD52L3,TPD52L3-201,TPD52L3,TPD52L3
ENSTSYP00000010233	TPD52L1	9478	9478	aliases:D53,HD53,TPD52L1,ENSTSYG00000011157,ENSTSYP00000010233,ENSTSYT00000011157,ENSTSYP00000010233
ENSTSYP00000012414	TPD52	9478	9478	aliases:D52,HD52,N8L,TPD52,ENSTSYG00000013534,ENSTSYP00000012414,ENSTSYT00000013530,ENSTSYP00000012414
ENSTSYP00000007739	TPD52L2	9478	9478	aliases:D54,HD54,TPD52L2,ENSTSYG00000008424,ENSTSYP00000007739,ENSTSYT00000008429,ENSTSYP00000007739
NV10932-PA	NV10932	Nasonia vitripennis	7425	aliases:K7IPE5_NASVI,K7IPE5,NVI:100124039,NV10932,NV10932,NV10932-PA,NV10932-RA,NV10932-PA
CPIJ013851-PA	CPIJ013851-PA	Culex quinquefasciatus	7176	aliases:UPI00016D96A5,DS232342,B0X4I6_CULQU,B0X4I6,CPIJ013851,CQU:CPIPJ_CPIJ013851,CPIJ013851,CPIJ013851-PA,CPIJ013851-RA,CPIJ013851-PA,B0X4I6_CULQU,EDS40403.1,B0X4I6,B0X4I6_CULQU,DS232342,CPIPJ_CPIJ013851,CPIPJ_CPIJ013851
CPIJ013850-PA	CPIJ013850-PA	Culex quinquefasciatus	7176	aliases:UPI00016D96A4,DS232342,B0X4I5_CULQU,B0X4I5,CPIJ013850,CQU:CPIPJ_CPIJ013850,CPIJ013850,CPIJ013850-PA,CPIJ013850-RA,CPIJ013850-PA,B0X4I5_CULQU,EDS40402.1,B0X4I5,B0X4I5_CULQU,DS232342,CPIPJ_CPIJ013850,CPIPJ_CPIJ013850
ENSXETP00000063068	TPD52	Xenopus (Silurana) tropicalis	8364	aliases:AAMC01060229,AAMC01060230,AAMC01060231,AAMC01060232,BC135556,BC155526,BC157315,BC171153,BC171181,A4IHJ5_XENTR,A9ULM5_XENTR,F6ZK77_XENTR,F7CK29_XENTR,A4IHJ5,A9ULM5,F6ZK77,F7CK29,MRPS28,TPD52,XTR:100124857,XTR:100135218,TPD52,ENSXETG00000010413,ENSXETP00000022867,ENSXETP00000061628,ENSXETP00000063068,ENSXETT00000022867,ENSXETT00000062769,ENSXETT00000063657,ENSXETP00000063068,A4IHJ5_XENTR,F6ZK77_XENTR,F7CK29_XENTR,MRPS28,TPD52,LOC100124857,LOC100135218,TPD52,AAI35557.1,AAI55527.1,A4IHJ5,F6ZK77,F7CK29,A4IHJ5_XENTR,F6ZK77_XENTR,F7CK29_XENTR,AAMC01060229,AAMC01060230,AAMC01060231,AAMC01060232,BC135556,BC155526,AAMC01060229,AAMC01060230,AAMC01060231,AAMC01060232,BC135556,BC155526,MRPS28,TPD52,ENSXETG00000010413,LOC100124857,TPD52,LOC100124857,TPD52,STR.1431,STR.57489,NP_001096286.1,NP_001107390.1,TPD52,TPD52-201,TPD52-202,TPD52-203,STR.1431.1.S1_AT,STR.17690.1.S1_AT,STR.31671.1.A1_AT,UPI0000F6BAB5,UPI00020669C7,UPI00020669C8
ENSXETP00000047229	TPD52L1	Xenopus (Silurana) tropicalis	8364	aliases:AAMC01052478,AAMC01052479,AAMC01052480,F6VG04_XENTR,F6VG04,TPD52L1,ENSXETG00000021842,XTR:100487402,LOC100487402,TPD52L1,TPD52L1-201,ENSXETG00000021842,ENSXETP00000047229,ENSXETT00000047229,ENSXETP00000047229,XP_002936056.1,F6VG04_XENTR,TPD52L1,LOC100487402,F6VG04,F6VG04_XENTR,AAMC01052478,AAMC01052479,AAMC01052480,AAMC01052478,AAMC01052479,AAMC01052480,TPD52L1,UPI00020682CF
ENSTTRP00000002107	TPD52L1	Tursiops truncatus	9739	aliases:D53,HD53,TPD52L1,ENSTTRG00000002253,ENSTTRP00000002107,ENSTTRT00000002248,ENSTTRP00000002107
ENSTTRP00000012385	TPD52L2	Tursiops truncatus	9739	aliases:D54,HD54,TPD52L2,ENSTTRG00000013053,ENSTTRP00000012385,ENSTTRT00000013053,ENSTTRP00000012385
ENSTTRP00000015669	TPD52L3	Tursiops truncatus	9739	aliases:NYD-SP25,TPD52L3,ENSTTRG00000016528,ENSTTRP00000015669,ENSTTRT00000016528,ENSTTRP00000015669
ENSTTRP00000000080	TPD52	Tursiops truncatus	9739	aliases:D52,HD52,N8L,TPD52,ENSTTRG00000000088,ENSTTRP00000000080,ENSTTRT00000000088,ENSTTRP00000000080
ADAR001218-PA	AND_01397	Anopheles darlingi	43151	aliases:ADMH01000257,E3WLB9_ANODA,E3WLB9,ADAR001218-PA,AND_01397
DappuP52875	DAPPUP52875	Daphnia pulex	6669	aliases:GL732554,E9GN36_DAPPU,E9GN36,DAPPUDRAFT_52875,DAPPUG52875,DAPPUP52875,DAPPUT52875,DAPPUP52875
ENSCAFP00000019252	TPD52L2	Canis lupus familiaris	9615	aliases:CFAAFFX.20232.1.S1_S_AT,AAEX03014169,AAEX03014170,E2RK77_CANFA,E2RK77,TPD52L2,TPD52L2-201,CFA:610715,D54,HD54,TPD52L2,ENSCAFG00000013072,ENSCAFP00000019252,ENSCAFT00000020738,ENSCAFP00000019252,XM_003433182.1,XM_003433183.1,XM_848503.2,XP_003433230.1,XP_003433231.1,XP_853596.1,E2RBQ4_CANFA,E2RK74_CANFA,E2RK76_CANFA,E2RK77_CANFA,TPD52L2,TPD52L2,TPD52L2,E2RK77,E2RK77_CANFA,AAEX03014169,AAEX03014170,TPD52L2,TPD52L2
ENSCAFP00000001951	TPD52L3	Canis lupus familiaris	9615	aliases:CFAAFFX.2930.1.S1_AT,AAEX03007831,F1PL05_CANFA,F1PL05,TPD52L3,TPD52L3-201,CFA:481533,NYD-SP25,TPD52L3,ENSCAFG00000001365,ENSCAFP00000001951,ENSCAFT00000002107,ENSCAFP00000001951,XM_538654.3,XP_538654.3,F1PL05_CANFA,TPD52L3,TPD52L3,TPD52L3,F1PL05,F1PL05_CANFA,AAEX03007831,TPD52L3,TPD52L3
ENSCAFP00000012355	TPD52	Canis lupus familiaris	9615	aliases:CFAAFFX.13336.1.S1_S_AT,AAEX03015896,F1P9Y5_CANFA,F1P9Y5,TPD52,CFA:477920,TPD52,ENSCAFG00000008408,ENSCAFP00000012355,ENSCAFT00000013352,ENSCAFP00000012355,D52,HD52,N8L,TPD52-201,TPD52
ENSCAFP00000012357	TPD52L1	Canis lupus familiaris	9615	aliases:CFAAFFX.2435.1.S1_AT,AAEX03000417,F1P9Y4_CANFA,F1PKD1_CANFA,F1P9Y4,F1PKD1,TPD52L1,TPD52L1-201,TPD52L1-202,CFA:612660,TPD52L1,TPD52L1,ENSCAFG00000001029,ENSCAFP00000001456,ENSCAFP00000012357,ENSCAFT00000001582,ENSCAFT00000013354,ENSCAFP00000012357,XM_850392.2,XP_855485.2,D53,HD53,TPD52L1,TPD52L1
ENSMICP00000012800	TPD52L1	Microcebus murinus	30608	aliases:D53,HD53,TPD52L1,ENSMICG00000014048,ENSMICP00000012800,ENSMICT00000014042,ENSMICP00000012800
ENSMICP00000000538	TPD52L3	Microcebus murinus	30608	aliases:NYD-SP25,TPD52L3,ENSMICG00000000600,ENSMICP00000000538,ENSMICT00000000600,ENSMICP00000000538
ENSMICP00000014227	TPD52L2	Microcebus murinus	30608	aliases:D54,HD54,TPD52L2,ENSMICG00000015620,ENSMICP00000014227,ENSMICT00000015613,ENSMICP00000014227
ENSDNOP00000011568	TPD52L2	Dasypus novemcinctus	9361	aliases:D54,HD54,TPD52L2,ENSDNOG00000014930,ENSDNOP00000011568,ENSDNOT00000014927,ENSDNOP00000011568
ENSDNOP00000013464	TPD52	Dasypus novemcinctus	9361	aliases:D52,HD52,N8L,TPD52,ENSDNOG00000017379,ENSDNOP00000013464,ENSDNOT00000017378,ENSDNOP00000013464
CRE07415	CRE07415	Caenorhabditis remanei	31234	aliases:DS268422,E3M231_CAERE,E3M231,CRE_07415,CRE07415,CRE07415,E3M231_CAERE,EFO89729.1,E3M231,E3M231_CAERE,DS268422,CRE_07415,CRE_07415,CRE_07415,XM_003109539.1,XP_003109587.1,UPI0001C940CF,CRE07415,CRE07415,CRE07415,RP35502,WBGENE00058425,WBGENE00058425
ENSDARP00000115511	TPD52L2B	Danio rerio	7955	aliases:BC045297,BX649300,E9QG45_DANRE,F1QXG8_DANRE,Q7ZW42_DANRE,E9QG45,F1QXG8,Q7ZW42,TPD52L2B,DRE:322103,TPD52L2,TPD52L2B,WU:FB50B02,ZGC:55294,ZGC:77690,ENSDARG00000013655,ENSDARP00000023199,ENSDARP00000095451,ENSDARP00000104624,ENSDARP00000115511,ENSDARP00000117802,ENSDARP00000117901,ENSDARP00000121790,ENSDARP00000121841,ENSDART00000005366,ENSDART00000104680,ENSDART00000128351,ENSDART00000133125,ENSDART00000136457,ENSDART00000139876,ENSDART00000140535,ENSDART00000145399,ENSDART00000145719,ENSDART00000147524,ENSDARP00000115511,E9QCR8_DANRE,E9QEC8_DANRE,E9QEK2_DANRE,E9QEV7_DANRE,E9QG45_DANRE,F1QXG8_DANRE,Q6P3J1_DANRE,TPD52L2B,AAH63969.1,E9QCR8,E9QEC8,E9QEK2,E9QEV7,E9QG45,F1QXG8,Q6P3J1,E9QCR8_DANRE,E9QEC8_DANRE,E9QEK2_DANRE,E9QEV7_DANRE,E9QG45_DANRE,F1QXG8_DANRE,Q6P3J1_DANRE,BC063969,BX649300,TPD52L2B,OTTDARP00000022114,OTTDARP00000022115,OTTDARP00000022116,OTTDARP00000022117,OTTDARP00000022118,OTTDARP00000022119,OTTDARP00000022120,TPD52L2,WU:FB50B02,ZGC:55294,ZGC:77690,ENSDARG00000013655,OTTDART00000026981,OTTDART00000026982,OTTDART00000026983,OTTDART00000026984,OTTDART00000026985,OTTDART00000026986,OTTDART00000026987,OTTDART00000026988,OTTDART00000026989,TPD52L2-001,TPD52L2-002,TPD52L2-003,TPD52L2-004,TPD52L2-005,TPD52L2-006,TPD52L2-007,TPD52L2-008,TPD52L2-009,TPD52L2B,TPD52L2B,IPI00485768.2,IPI00486220.2,IPI00817306.1,IPI00817372.1,IPI00817420.1,IPI00817487.1,IPI00817594.1,DR.141429,DR.4186,NM_199582.1,NM_200885.1,NP_955876.1,NP_957179.1,OTTDARG00000021267,OTTDART00000026981,OTTDART00000026982,OTTDART00000026981,OTTDART00000026982,OTTDART00000026983,OTTDART00000026984,OTTDART00000026985,OTTDART00000026986,OTTDART00000026987,OTTDART00000026988,OTTDART00000026989,TPD52L2,WU:FB50B02,TPD52L2B-001,TPD52L2B-002,TPD52L2B-003,TPD52L2B-004,TPD52L2B-005,TPD52L2B-006,TPD52L2B-007,TPD52L2B-008,TPD52L2B-009,TPD52L2B-201,TPD52L2B,UPI0000227CA0,UPI0000568D38,UPI0000EB6E63,UPI0000EB6E64,UPI0000EB6E65,UPI0000EB6E66,UPI0000EB6E67
ENSDARP00000062401	TPD52L1	Danio rerio	7955	aliases:BC095121,BX936317,F1QGE3_DANRE,Q503Z0_DANRE,F1QGE3,Q503Z0,TPD52L1,DRE:553769,TPD52L1,ZGC:110003,ENSDARG00000042548,ENSDARP00000062401,ENSDARP00000091821,ENSDARP00000091823,ENSDARP00000122337,ENSDART00000062402,ENSDART00000101047,ENSDART00000101049,ENSDART00000137485,ENSDARP00000062401,F1QGE3_DANRE,F1QTZ8_DANRE,Q1LUI4_DANRE,Q1LUI5_DANRE,Q503Z0_DANRE,TPD52L1,AAH95121.1,CAK04451.1,CAK04452.1,CAK04453.1,F1QGE3,F1QTZ8,Q1LUI5,Q503Z0,F1QGE3_DANRE,F1QTZ8_DANRE,Q1LUI5_DANRE,Q503Z0_DANRE,BC095121,BC095121,BX936317,TPD52L1,OTTDARP00000015845,OTTDARP00000015846,OTTDARP00000015847,ZGC:110003,ENSDARG00000042548,OTTDART00000018766,OTTDART00000018767,OTTDART00000018768,TPD52L1-001,TPD52L1-002,TPD52L1-003,TPD52L1,TPD52L1,IPI00607414.1,IPI00759066.1,IPI00759152.1,IPI00993892.1,DR.82193,NM_001020734.1,NP_001018570.1,OTTDARG00000015660,OTTDART00000018766,OTTDART00000018766,OTTDART00000018767,OTTDART00000018768,ZGC:110003,TPD52L1-001,TPD52L1-002,TPD52L1-003,TPD52L1-201,TPD52L1,UPI000050CDE2,UPI0000D71DCE
ENSDARP00000119359	TPD52L2A	Danio rerio	7955	aliases:CR759927,E9QF87_DANRE,E9QF87,TPD52L2A,ENSDARG00000027154,ENSDARP00000038087,ENSDARP00000115292,ENSDARP00000119359,ENSDARP00000120448,ENSDART00000028946,ENSDART00000134889,ENSDART00000136914,ENSDART00000137815,ENSDART00000144855,ENSDART00000146617,ENSDART00000147323,ENSDARP00000119359,E9QF87_DANRE,E9QG97_DANRE,E9QH08_DANRE,Q803K5_DANRE,TPD52L2A,AAH44439.1,AAH67337.1,E9QF87,E9QG97,E9QH08,Q803K5,E9QF87_DANRE,E9QG97_DANRE,E9QH08_DANRE,Q803K5_DANRE,BC044439,BC067337,CR759927,TPD52L2A,OTTDARP00000028566,OTTDARP00000028567,OTTDARP00000028568,OTTDARP00000028569,FK69C03,WU:FC29C04,WU:FK69C03,ZGC:55624,ZGC:77795,ENSDARG00000027154,CH211-196C10.9-001,CH211-196C10.9-002,CH211-196C10.9-003,CH211-196C10.9-004,CH211-196C10.9-005,CH211-196C10.9-006,CH211-196C10.9-007,OTTDART00000035557,OTTDART00000035558,OTTDART00000035559,OTTDART00000035560,OTTDART00000035561,OTTDART00000035562,OTTDART00000035563,TPD52L2A,TPD52L2A,IPI00490768.1,IPI00919887.1,IPI00920477.1,IPI00920857.1,DR.78746,NM_212733.1,NP_997898.1,OTTDARG00000026699,OTTDART00000035557,OTTDART00000035558,OTTDART00000035559,OTTDART00000035560,OTTDART00000035561,OTTDART00000035562,OTTDART00000035563,FC29C04,FK69C03,WU:FC29C04,WU:FK69C03,ZGC:55624,ZGC:77795,TPD52L2A-001,TPD52L2A-002,TPD52L2A-003,TPD52L2A-004,TPD52L2A-005,TPD52L2A-006,TPD52L2A-007,TPD52L2A,UPI000000B5C0,UPI000188A058,UPI000188A059,UPI000188A05A
ENSDARP00000126183	TPD52	Danio rerio	7955	aliases:BC133913,BX119962,BX322551,A3KNM2_DANRE,I3IT45_DANRE,I3ITC0_DANRE,A3KNM2,I3IT45,I3ITC0,TPD52,DRE:559992,SI:CH211-203L9.2,SI:CH211-203L9.3,TPD52,ENSDARG00000061713,ENSDARP00000082773,ENSDARP00000126099,ENSDARP00000126183,ENSDART00000088340,ENSDART00000151218,ENSDART00000151280,ENSDARP00000126183,A3KNM2_DANRE,I3IT45_DANRE,I3ITC0_DANRE,TPD52,SI:CH211-203L9.2,SI:CH211-203L9.3,AAI33914.1,A3KNM2,I3IT45,I3ITC0,A3KNM2_DANRE,I3IT45_DANRE,I3ITC0_DANRE,BC133913,BX119962,BC133913,BX119962,BX322551,TPD52,OTTDARP00000035321,OTTDARP00000042936,OTTDARP00000042937,SI:CH211-203L9.2,SI:CH211-203L9.3,ENSDARG00000061713,OTTDART00000044649,OTTDART00000054691,OTTDART00000054692,TPD52-001,TPD52-002,TPD52-003,TPD52,TPD52,IPI00994523.1,DR.105047,NM_001045021.2,NP_001038486.1,OTTDARG00000032020,OTTDART00000044649,OTTDART00000044649,OTTDART00000054691,OTTDART00000054692,SI:CH211-203L9.2,SI:CH211-203L9.3,TPD52-001,TPD52-002,TPD52-003,TPD52,UPI0000D71B89,UPI00025A6443,UPI00025A6444
AGAP004868-PA	AGAP004868	Anopheles gambiae	7165	aliases:AAAB01008905,Q7Q973_ANOGA,Q7Q973,AGAP004868,AGAP_AGAP004868,AGA:AGAP_AGAP004868,AGCG50382,AGCP4381,AGAP004868,AGAP004868-PA,AGAP004868-RA,AGAP004868-PA,Q7Q973_ANOGA,Q7Q973,Q7Q973_ANOGA,AAAB01008905,AGAP004868,AGAP_AGAP004868,AGAP_ENSANGG00000010715,ENSANGG00000010715,AGAP_AGAP004868,AGAP_AGAP004868,AGA.24405,XM_314318.4,XP_314318.4,AGAP004868,AGCT48830,UPI0000245A54,EAA09713.4
AGAP004869-PA	AGAP004869	Anopheles gambiae	7165	aliases:AAAB01008905,A7UTD7_ANOGA,A7UTD7,AGAP004869,AGAP_AGAP004869,AGA:AGAP_AGAP004869,AGAP_AGAP004869,AGAP004869,AGAP004869-PA,AGAP004869-RA,AGAP004869-PA,AGAP_AGAP004869,A7UTD7_ANOGA,AGAP004869,A7UTD7,A7UTD7_ANOGA,AAAB01008905,AGAP004869,AGAP_AGAP004869,UPI0001538F7A,EDO64037.1,XM_001688508.1,XP_001688560.1
CJA12390	CJA12390	Caenorhabditis japonica	281687	aliases:H2W9X8_CAEJA,H2W9X8,WBGENE00131594,CJA12390,CJA12390,H2W9X8_CAEJA,H2W9X8,H2W9X8_CAEJA,WBGENE00131594,CJA12390,CJA12390,CJA12390,JA39488,WBGENE00131594,WBGENE00131594
ENSACAP00000014373	ENSACAG00000014657	Anolis carolinensis	28377	aliases:G1KQ43_ANOCA,G1KQ43,LOC100567261,ACS:100555315,ACS:100567261,LOC100555315,ENSACAG00000014657,ENSACAP00000014373,ENSACAT00000014666,ENSACAP00000014373,XM_003215117.1,XM_003220656.1,XM_003220657.1,XP_003215165.1,XP_003220704.1,XP_003220705.1,G1KQ43_ANOCA,LOC100555315,G1KQ43,G1KQ43_ANOCA,LOC100567261
ENSACAP00000003585	ENSACAG00000003663	Anolis carolinensis	28377	aliases:G1KC50_ANOCA,G1KC50,LOC100567261,LOC100567261,ENSACAG00000003663,ENSACAP00000003585,ENSACAT00000003673,ENSACAP00000003585,XM_003220658.1,XP_003220706.1,G1KC50_ANOCA,LOC100567261,G1KC50,G1KC50_ANOCA,LOC100567261
ENSACAP00000001671	TPD52L1	Anolis carolinensis	28377	aliases:G1K9U2_ANOCA,TPD52L1,G1K9U2_ANOCA,G1K9U2,TPD52L1,TPD52L1-201,ACS:100567305,LOC100567305,ENSACAG00000001702,ENSACAP00000001671,ENSACAT00000001711,ENSACAP00000001671,XM_003215584.1,XP_003215632.1,D53,HD53,LOC100567305,TPD52L1,G1K9U2,G1K9U2_ANOCA,TPD52L1
