516	227
517	227
518	227
519	227
520	227
521	227
522	226
523	223
524	223
525	221
526	221
527	215
528	215
529	113
530	112
531	98
532	51
533	46
534	45
535	45
536	44
537	45
538	44
539	38
540	35
541	218
542	31
543	31
544	5
545	6
546	5
547	5
548	5
549	5
550	5
551	6
552	6
553	6
554	7
555	7
556	7
557	7
558	6
559	6
560	6
561	6
562	5
563	12
564	12
565	20
566	129
567	187
568	186
569	187
570	213
571	228
572	203
573	228
574	183
575	172
576	171
577	170
578	158
579	133
580	133
581	133
582	134
583	133
584	133
585	133
586	133
587	134
588	134
589	130
590	130
591	124
592	63
593	13
594	12
595	13
596	12
597	12
598	13
599	12
600	12
601	13
602	16
603	13
604	11
605	13
606	11
607	11
608	17
609	132
610	151
611	151
612	58
613	226
614	227
615	227
616	227
617	227
618	227
619	227
620	228
621	228
622	228
623	229
624	229
625	228
626	225
627	40
628	29
629	24
630	26
631	113
632	35
633	26
634	25
635	37
636	30
637	111
638	41
639	31
640	30
641	30
642	34
643	33
644	37
645	45
646	95
647	88
648	96
649	228
650	228
651	228
652	228
653	228
654	228
655	228
656	228
657	45
658	46
659	84
660	65
661	64
662	57
663	63
664	58
665	110
666	95
667	93
668	93
669	124
670	93
671	95
672	95
673	98
674	134
675	122
676	146
677	155
678	165
679	206
680	214
681	215
682	183
683	185
684	188
685	220
686	220
687	220
688	221
689	221
690	221
691	221
692	221
693	224
694	226
695	226
696	225
697	225
698	225
699	225
700	225
701	227
702	227
703	227
704	227
705	227
706	227
707	227
708	227
709	227
710	227
711	227
712	227
713	227
714	227
715	227
716	228
717	228
718	228
719	228
720	228
721	228
722	228
723	228
724	229
725	229
726	229
727	229
728	229
729	228
730	228
731	228
732	228
733	228
734	228
735	228
736	228
737	228
738	228
739	228
740	229
